t,winds,SNII,AGB,tot_SNII,tot_winds,tot_AGB
10000.0,9.157805785338864e-10,0.0,0.0,0.0,0.0,0.0
42563.070707070736,1.050977093428777e-09,0.0,0.0,0.0,3.202183456789702e-05,0.0
75126.14141414147,1.072033507643372e-09,0.0,0.0,0.0,6.658770672518359e-05,0.0
107689.21212121221,1.0957984923133253e-09,0.0,0.0,0.0,0.00010188334007300384,0.0
140252.28282828294,1.0957984923133344e-09,0.0,0.0,0.0,0.0001375659038589043,0.0
172815.35353535367,1.0957984923133299e-09,0.0,0.0,0.0,0.00017324846764480486,0.0
205378.42424242443,1.0957984923133299e-09,0.0,0.0,0.0,0.00020893103143070535,0.0
237941.49494949516,1.0957984923133299e-09,0.0,0.0,0.0,0.0002446135952166058,0.0
270504.5656565659,1.0957984923133253e-09,0.0,0.0,0.0,0.0002802961590025062,0.0
303067.63636363664,1.0864092696452537e-09,0.0,0.0,0.0,0.0003158258518275941,0.0
335630.70707070734,1.0518293262231802e-09,0.0,0.0,0.0,0.00035063965912051975,0.0
368193.7777777781,1.0050161390959707e-09,0.0,0.0,0.0,0.00038412826128087245,0.0
400756.84848484886,9.559527539005915e-10,0.0,0.0,0.0,0.0004160558456393791,0.0
433319.91919191956,9.047987226783762e-10,0.0,0.0,0.0,0.00044635173658944265,0.0
465882.9898989903,8.597077212386547e-10,0.0,0.0,0.0,0.00047508061063761877,0.0
498446.060606061,8.157231797054229e-10,0.0,0.0,0.0,0.0005023591980837453,0.0
531009.1313131318,7.74817495782178e-10,0.0,0.0,0.0,0.0005282556423229327,0.0
563572.2020202025,7.369333749269836e-10,0.0,0.0,0.0,0.0005528692675701219,0.0
596135.2727272733,7.023356924806076e-10,0.0,0.0,0.0,0.0005763027777743685,0.0
628698.3434343439,6.704166818946465e-10,0.0,0.0,0.0,0.0005986532940894087,0.0
661261.4141414147,6.411038844702743e-10,0.0,0.0,0.0,0.0006200068625575679,0.0
693824.4848484854,6.139837074649346e-10,0.0,0.0,0.0,0.0006404416155574446,0.0
726387.5555555562,5.889388922215959e-10,0.0,0.0,0.0,0.0006600270423918075,0.0
758950.626262627,5.656198621403006e-10,0.0,0.0,0.0,0.0006788250315686845,0.0
791513.6969696977,5.440652543058706e-10,0.0,0.0,0.0,0.0006968924090233949,0.0
824076.7676767684,5.242108637470475e-10,0.0,0.0,0.0,0.000714285584406811,0.0
856639.8383838391,5.060574246130363e-10,0.0,0.0,0.0,0.000731059933967372,0.0
889202.9090909099,4.889392132231933e-10,0.0,0.0,0.0,0.0007472600069029514,0.0
921765.9797979806,4.726504497491633e-10,0.0,0.0,0.0,0.00076291616299623,0.0
954329.0505050514,4.5749807304822855e-10,0.0,0.0,0.0,0.0007780604090541944,0.0
986892.121212122,4.4334565288008313e-10,0.0,0.0,0.0,0.0007927275280259067,0.0
1019455.1919191928,4.3047911200267164e-10,0.0,0.0,0.0,0.00080695473682814,0.0
1052018.2626262635,4.184254504204821e-10,0.0,0.0,0.0,0.0008207762064730101,0.0
1084581.3333333342,4.0711281413276573e-10,0.0,0.0,0.0,0.0008342172369130299,0.0
1117144.404040405,3.9647877226093893e-10,0.0,0.0,0.0,0.0008473009417367027,0.0
1149707.4747474757,3.862869370237086e-10,0.0,0.0,0.0,0.0008600455693059558,0.0
1182270.5454545466,3.7849053506894975e-10,0.0,0.0,0.0,0.0008724973207554199,0.0
1214833.6161616172,3.717196042151679e-10,0.0,0.0,0.0,0.0008847118936607549,0.0
1247396.6868686879,3.6571968312967985e-10,0.0,0.0,0.0,0.0008967185374887459,0.0
1279959.7575757587,3.6155022904805294e-10,0.0,0.0,0.0,0.0009085596082754303,0.0
1312522.8282828294,3.5756227349150164e-10,0.0,0.0,0.0,0.0009202678639086973,0.0
1345085.8989899002,3.551120610412664e-10,0.0,0.0,0.0,0.00093187129628195,0.0
1377648.969696971,3.5206236179095577e-10,0.0,0.0,0.0,0.0009433851816484087,0.0
1410212.0404040415,3.4909093296887384e-10,0.0,0.0,0.0,0.0009548010338052887,0.0
1442775.1111111124,3.460077190511261e-10,0.0,0.0,0.0,0.0009661183070823471,0.0
1475338.181818183,3.4124582674701176e-10,0.0,0.0,0.0,0.000977307849985102,0.0
1507901.252525254,3.367823484174927e-10,0.0,0.0,0.0,0.000988347189689736,0.0
1540464.3232323246,3.336687299245297e-10,0.0,0.0,0.0,0.0009992631626245775,0.0
1573027.3939393954,3.262609098723203e-10,0.0,0.0,0.0,0.0010100078303857758,0.0
1605590.464646466,3.2001336411840555e-10,0.0,0.0,0.0,0.001020530167825836,0.0
1638153.5353535367,3.1564266680423843e-10,0.0,0.0,0.0,0.001030879623965991,0.0
1670716.6060606076,3.073177713992458e-10,0.0,0.0,0.0,0.001041022376364455,0.0
1703279.6767676782,2.9881352656805197e-10,0.0,0.0,0.0,0.0010508911245211937,0.0
1735842.747474749,2.9217104500927615e-10,0.0,0.0,0.0,0.001060513260716724,0.0
1768405.8181818197,2.874850057979137e-10,0.0,0.0,0.0,0.001069950951200832,0.0
1800968.8888888904,2.824993222499162e-10,0.0,0.0,0.0,0.0010792311711889037,0.0
1833531.9595959613,2.743600373783148e-10,0.0,0.0,0.0,0.0010882976965396378,0.0
1866095.030303032,2.691258362458003e-10,0.0,0.0,0.0,0.001097146481005196,0.0
1898658.1010101028,2.648303363808417e-10,0.0,0.0,0.0,0.001105840107307055,0.0
1931221.1717171734,2.608543718548565e-10,0.0,0.0,0.0,0.0011143990614690075,0.0
1963784.242424244,2.564033532309107e-10,0.0,0.0,0.0,0.0011228208114068806,0.0
1996347.313131315,2.5076370077232857e-10,0.0,0.0,0.0,0.0011310782697267828,0.0
2028910.3838383856,2.458618721356877e-10,0.0,0.0,0.0,0.0011391640965495544,0.0
2061473.4545454565,2.4129376555135354e-10,0.0,0.0,0.0,0.00114709573828723,0.0
2094036.525252527,2.338987661857325e-10,0.0,0.0,0.0,0.0011548326022924433,0.0
2126599.5959595977,2.2688401919976305e-10,0.0,0.0,0.0,0.0011623348535029978,0.0
2159162.6666666684,2.2036220424586355e-10,0.0,0.0,0.0,0.001169616708701763,0.0
2191725.7373737395,2.1574622626360507e-10,0.0,0.0,0.0,0.0011767172235310776,0.0
2224288.80808081,2.113584208027799e-10,0.0,0.0,0.0,0.0011836711429419483,0.0
2256851.8787878808,2.0643828612461235e-10,0.0,0.0,0.0,0.0011904735147963772,0.0
2289414.9494949514,1.9967893508108437e-10,0.0,0.0,0.0,0.0011970857266911173,0.0
2321978.020202022,1.9192551870384213e-10,0.0,0.0,0.0,0.0012034616484500184,0.0
2354541.090909093,1.8830514588893058e-10,0.0,0.0,0.0,0.001209652387458084,0.0
2387104.161616164,1.8458587737328678e-10,0.0,0.0,0.0,0.0012157236258363436,0.0
2419667.2323232344,1.8062337011550656e-10,0.0,0.0,0.0,0.0012216697931107705,0.0
2452230.303030305,1.744375068708528e-10,0.0,0.0,0.0,0.0012274507293320812,0.0
2484793.3737373757,1.6894769794781684e-10,0.0,0.0,0.0,0.0012330415676842174,0.0
2517356.444444447,1.636696564920607e-10,0.0,0.0,0.0,0.0012384570888997297,0.0
2549919.5151515175,1.5899678098913877e-10,0.0,0.0,0.0,0.0012437105939089792,0.0
2582482.585858588,1.5516755957811817e-10,0.0,0.0,0.0,0.001248825671726745,0.0
2615045.6565656587,1.522081078372701e-10,0.0,0.0,0.0,0.0012538302195225853,0.0
2647608.7272727294,1.4877534586225485e-10,0.0,0.0,0.0,0.0012587306922648232,0.0
2680171.7979798005,1.4407665885376416e-10,0.0,0.0,0.0,0.0012634987725329608,0.0
2712734.868686871,1.402168679854857e-10,0.0,0.0,0.0,0.0012681275076409752,0.0
2745297.939393942,1.3797030221453857e-10,0.0,0.0,0.0,0.001272656821887487,0.0
2777861.0101010124,1.365998374303133e-10,0.0,0.0,0.0,0.0012771272453231397,0.0
2810424.080808083,1.3347115219882956e-10,0.0,0.0,0.0,0.0012815244156887508,0.0
2842987.151515154,1.2821111589069686e-10,0.0,0.0,0.0,0.0012857850047880439,0.0
2875550.222222225,1.2462180871859748e-10,0.0,0.0,0.0,0.0012899015129886077,0.0
2908113.2929292955,1.2309466123704983e-10,0.0,0.0,0.0,0.0012939347174518437,0.0
2940676.363636366,1.1859125778711164e-10,0.0,0.0,0.0,0.0012978697352868873,0.0
2973239.4343434367,1.1460107831570055e-10,0.0,0.0,0.0,0.0013016664645513188,0.0
3005802.505050508,1.1265072207403986e-10,0.0,0.0,0.0,0.001305366472773519,0.0
3038365.5757575785,1.1128693770592342e-10,0.0,0.0,0.0,0.0013090125216982144,0.0
3070928.646464649,1.1010566909812039e-10,0.0,0.0,0.0,0.0013126171332529058,0.0
3103491.7171717198,1.1280749078316984e-10,0.0,0.0,0.0,0.0013162465017462813,0.0
3136054.787878791,1.0936902937877576e-10,0.0,0.0,0.0,0.0013198638766140235,0.0
3168617.8585858615,1.0511155723855256e-10,0.0,0.0,0.0,0.0013233559498676804,0.0
3201180.929292932,1.0253772997685095e-10,0.0,0.0,0.0,0.0013267367990786145,0.0
3233744.000000003,9.857274441019161e-11,0.0,0.0,0.0,0.0013300111863773134,0.0
3233744.000000003,9.857274441019161e-11,0.0,0.0,0.0,0.0013300111863773134,0.0
3240799.3092020876,9.744965829546419e-11,1.4909669698283774e-08,0.0,5.2596164911173085e-05,0.0013307026857081255,0.0
3247870.0115175224,9.626917747980452e-11,1.524556013977227e-08,0.0,0.000159205491630379,0.0013313875498184552,0.0
3254956.140530653,9.538356818410264e-11,1.558901764283803e-08,0.0,0.0002684543897468701,0.0013320665878592027,0.0
3262057.7298990963,9.458967862169379e-11,1.5940212680980334e-08,0.0,0.0003804082131782871,0.0013327411438541052,0.0
3269174.813353906,9.366479875320135e-11,1.6299319568203073e-08,0.0,0.0004951339339590192,0.0013334110552672145,0.0
3276307.4246997265,9.277779179867515e-11,1.666651654549911e-08,0.0,0.0006127001823035465,0.0013340759665355717,0.0
3283455.5978149585,9.175848282920216e-11,1.7041985869357212e-08,0.0,0.0007331772876618514,0.0013347355151541117,0.0
3290619.366651917,9.08233605585268e-11,1.7425913902193098e-08,0.0,0.0008566373207912691,0.0013353895022140394,0.0
3297798.765236993,9.357461138662324e-11,1.781849120488387e-08,0.0,0.0009831541368700656,0.0013360514354834763,0.0
3304993.8276708093,9.419777494035222e-11,1.821991263126991e-08,0.0,0.0011128034196781747,0.0013367269525049609,0.0
3312204.588128409,9.356665362813417e-11,1.8630377425021767e-08,0.0,0.0012456627268726654,0.0013374039146633937,0.0
3319431.080859376,9.2769887960077e-11,1.9050089318374903e-08,0.0,0.0013818115363829697,0.001338077194495044,0.0
3326673.3401880288,9.17744472007974e-11,1.947925663334944e-08,0.0,0.0015213312939558498,0.0013387454534614783,0.0
3333931.4005135708,9.064458003299752e-11,1.9918092385102927e-08,0.0,0.00166430546187703,0.001339407457613573,0.0
3341205.296310258,8.949064666379245e-11,2.0366814387682166e-08,0.0,0.0018108195688992814,0.0013400626000477256,0.0
3348495.0621275622,8.83920547847145e-11,2.0825645362133525e-08,0.0,0.001960961261406723,0.00134071096166598,0.0
3355800.7325903336,8.73384828609874e-11,2.1294813047033135e-08,0.0,0.0021148203558458414,0.0013413528763651227,0.0
3363122.3423989667,8.670811981049693e-11,2.177455031154056e-08,0.0,0.0022724888924546996,0.0013419900270217622,0.0
3370459.9263295634,8.598702760644483e-11,2.226179424717181e-08,0.0,0.0024340490795528133,0.0013426236095910515,0.0
3377806.849207139,8.53962978818605e-11,2.2691416675439906e-08,0.0,0.002599182966426725,0.001343253179628484,0.0
3385118.0026168507,8.468550049339492e-11,2.278437675495568e-08,0.0,0.002765423217525712,0.0013438749266885446,0.0
3392444.9807810755,8.442783242018423e-11,2.2877717664634488e-08,0.0,0.002932705801898268,0.0013444944715373132,0.0
3399787.817951988,8.396451722707341e-11,2.297144096470613e-08,0.0,0.0031010372550175592,0.0013451127103394568,0.0
3407146.5484558735,8.369143753018583e-11,2.30655482215727e-08,0.0,0.0032704241533336184,0.001345729577833672,0.0
3414521.2066933634,8.32409072882794e-11,2.3160041008335986e-08,0.0,0.003440873114532203,0.0013463451123295815,0.0
3421911.8271394996,8.28912010367628e-11,2.325492090430751e-08,0.0,0.0036123907977913114,0.001346959022007855,0.0
3429318.444343973,8.256775893269253e-11,2.3350189495395353e-08,0.0,0.003784983904042721,0.001347571767597627,0.0
3436741.0929312473,8.210283683167283e-11,2.344584837395925e-08,0.0,0.003958659176233222,0.001348182913580135,0.0
3444179.8076007315,8.159848886755694e-11,2.3541899138892443e-08,0.0,0.004133423399588157,0.0013487917773065815,0.0
3451634.6231269394,8.092486206685918e-11,2.3638343395645632e-08,0.0,0.004309283401876521,0.0013493975681065401,0.0
3459105.5743596535,8.01840945965357e-11,2.3735182756230852e-08,0.0,0.004486246053677709,0.0013499993866857329,0.0
3466592.6962240874,7.947064524029167e-11,2.383241883928051e-08,0.0,0.004664318268649925,0.0013505970639324293,0.0
3474096.023721049,7.868959900661468e-11,2.3930053270045105e-08,0.0,0.004843507003800309,0.0013511904279872213,0.0
3481615.5919271046,7.801693115399223e-11,2.402808768043742e-08,0.0,0.005023819259756699,0.0013517796107081598,0.0
3489151.4359947424,7.749045188608817e-11,2.4126523709063365e-08,0.0,0.005205262081041186,0.0013523655504031381,0.0
3496703.591152537,7.69327763774285e-11,2.4225363001226583e-08,0.0,0.005387842556345297,0.0013529486644930449,0.0
3504272.092705315,7.654496437257534e-11,2.4324607208984904e-08,0.0,0.005571567818806949,0.0013535294627526366,0.0
3511856.976034317,7.61794845470613e-11,2.4424257991160275e-08,0.0,0.005756445046289127,0.0013541086613159073,0.0
3519458.2765973676,7.56379153965036e-11,2.4524317013363576e-08,0.0,0.005942481461660328,0.0013546856661597433,0.0
3527076.029929037,7.52588758211679e-11,2.4624785948035973e-08,0.0,0.006129684333076715,0.0013552604134267616,0.0
3534710.2716408097,7.471453803979947e-11,2.4725666474471552e-08,0.0,0.006318060974266091,0.0013558328800726389,0.0
3542361.0374212503,7.431106600663423e-11,2.216199423475984e-08,0.0,0.006497424229305638,0.0013564029600685629,0.0
